"Word"	"Pronunciation"	"Audio"	"Parts Of Speech"	"Meaning"	"Examples"	"Picture"	"Word Reference"
"discredit"	"discredit.ipa"	"discredit.mp3"	"V."	"defame; destroy confidence in; disbelieve"	"The campaign was highly negative in tone; each candidate tried to discredit the other"	"discredit.png"	"https://www.wordreference.com/definition/discredit"
"discrepancy"	"discrepancy.ipa"	"discrepancy.mp3"	"N."	"lack of consistency; difference"	"The police noticed some discrepancies in his description of the crime and did not believe him"	"discrepancy.png"	"https://www.wordreference.com/definition/discrepancy"
"discrete"	"discrete.ipa"	"discrete.mp3"	"ADJ."	"separate; unconnected; consisting of distinct parts"	"In programmed instruction, the information to be learned is presented in discrete units; you must respond correctly to each unit before you may advance to the next.Because human populations have been migrating and intermingling for hundreds of centuries, it is hard to classify humans into discrete racial groups.Do not confuse discrete (separate) with discreet (prudent in speech and actions)"	"discrete.png"	"https://www.wordreference.com/definition/discrete"
"discretion"	"discretion.ipa"	"discretion.mp3"	"N."	"prudence in speech, actions; ability to decide responsibly; freedom to act on one’s own"	"Charlotte was the soul of discretion: she never would repeat anything told to her in confidence.Because we trusted our architect&rsquo;s judgment, we left many decisions about the house renovation to his discretion"	"discretion.png"	"https://www.wordreference.com/definition/discretion"
"discriminating"	"discriminating.ipa"	"discriminating.mp3"	"ADJ."	"able to see differences; prejudiced"	"A superb interpreter of Picasso, she was sufficiently discriminating to judge the most complex works of modern art.discrimination, N"	"discriminating.png"	"https://www.wordreference.com/definition/discriminating"
"discursive"	"discursive.ipa"	"discursive.mp3"	"ADJ."	"digressing; rambling"	"As the lecturer wandered from topic to topic, we wondered what if any point there was to his discursive remarks"	"discursive.png"	"https://www.wordreference.com/definition/discursive"
"disdain"	"disdain.ipa"	"disdain.mp3"	"V."	"view with scorn or contempt"	"In the film Funny Face, the bookish heroine disdained fashion models for their lack of intellectual interests.also N"	"disdain.png"	"https://www.wordreference.com/definition/disdain"
"disenfranchise"	"disenfranchise.ipa"	"disenfranchise.mp3"	"V."	"deprive of a civil right"	"The imposition of the poll tax effectively disenfranchised poor Southern blacks, who lost their right to vote"	"disenfranchise.png"	"https://www.wordreference.com/definition/disenfranchise"
"disengage"	"disengage.ipa"	"disengage.mp3"	"V."	"uncouple; separate; disconnect"	"A standard movie routine involves the hero&rsquo;s desperate attempt to disengage a railroad car from a moving train"	"disengage.png"	"https://www.wordreference.com/definition/disengage"
"disfigure"	"disfigure.ipa"	"disfigure.mp3"	"V."	"mar the appearance of; spoil"	"An ugly frown disfigured her normally pleasant face"	"disfigure.png"	"https://www.wordreference.com/definition/disfigure"
"disgruntle"	"disgruntle.ipa"	"disgruntle.mp3"	"V."	"make discontented"	"The passengers were disgruntled by the numerous delays"	"disgruntle.png"	"https://www.wordreference.com/definition/disgruntle"
"dishearten"	"dishearten.ipa"	"dishearten.mp3"	"V."	"discourage"	"His failure to pass the bar exam disheartened him"	"dishearten.png"	"https://www.wordreference.com/definition/dishearten"
"disheveled"	"disheveled.ipa"	"disheveled.mp3"	"ADJ."	"untidy; disordered"	"Every time Felipe tried to untangle his son&rsquo;s long, disheveled locks, Santiago would run his fingers through his hair, undoing his father&rsquo;s work"	"disheveled.png"	"https://www.wordreference.com/definition/disheveled"
"disinclination"	"disinclination.ipa"	"disinclination.mp3"	"N."	"unwillingness"	"Some mornings I feel a great disinclination to get out of bed"	"disinclination.png"	"https://www.wordreference.com/definition/disinclination"
"disingenuous"	"disingenuous.ipa"	"disingenuous.mp3"	"ADJ."	"lacking genuine candor; insincere"	"Now that we know that the mayor and his wife are engaged in a bitter divorce fight, we find their earlier remarks regretting their lack of time together remarkably disingenuous"	"disingenuous.png"	"https://www.wordreference.com/definition/disingenuous"
"disinterested"	"disinterested.ipa"	"disinterested.mp3"	"ADJ."	"unprejudiced"	"Given the judge&rsquo;s political ambitions and the lawyers&rsquo; financial interest in the case, the only disinterested person in the courtroom may have been the court reporter"	"disinterested.png"	"https://www.wordreference.com/definition/disinterested"
"disjointed"	"disjointed.ipa"	"disjointed.mp3"	"ADJ."	"lacking coherence; separated at the joints"	"Unable to think of anything to say about the assigned topic, the unprepared student scribbled a few disjointed sentences on his answer sheet"	"disjointed.png"	"https://www.wordreference.com/definition/disjointed"
"dislodge"	"dislodge.ipa"	"dislodge.mp3"	"V."	"remove (forcibly)"	"Thrusting her fist up under the choking man&rsquo;s lower ribs, Margaret used the Heimlich maneuver to dislodge the food caught in his throat"	"dislodge.png"	"https://www.wordreference.com/definition/dislodge"
"dismantle"	"dismantle.ipa"	"dismantle.mp3"	"V."	"take apart"	"When the show closed, they dismantled the scenery before storing it"	"dismantle.png"	"https://www.wordreference.com/definition/dismantle"
"dismiss"	"dismiss.ipa"	"dismiss.mp3"	"V."	"eliminate from consideration; reject"	"Believing in John&rsquo;s love for her, she dismissed the notion that he might be unfaithful.(secondary meaning)"	"dismiss.png"	"https://www.wordreference.com/definition/dismiss"
"disparage"	"disparage.ipa"	"disparage.mp3"	"V."	"belittle"	"A doting mother, Emma was more likely to praise her son&rsquo;s crude attempts at art than to disparage them"	"disparage.png"	"https://www.wordreference.com/definition/disparage"
"disparate"	"disparate.ipa"	"disparate.mp3"	"ADJ."	"basically different; unrelated"	"Unfor&shy;tunately Tony and Tina have disparate notions of marriage: Tony sees it as a carefree extended love affair, while Tina sees it as a solemn commitment to build a family and a home"	"disparate.png"	"https://www.wordreference.com/definition/disparate"
"disparity"	"disparity.ipa"	"disparity.mp3"	"N."	"difference; condition of inequality"	"Their disparity in rank made no difference at all to the prince and Cinderella"	"disparity.png"	"https://www.wordreference.com/definition/disparity"
"dispassionate"	"dispassionate.ipa"	"dispassionate.mp3"	"ADJ."	"calm; impartial"	"Known in the company for his cool judgment, Bill could impartially examine the causes of a problem, giving a dispassionate analysis of what had gone wrong, and go on to suggest how to correct the mess"	"dispassionate.png"	"https://www.wordreference.com/definition/dispassionate"
"dispatch"	"dispatch.ipa"	"dispatch.mp3"	"N."	"speediness; prompt execution; message sent with all due speed"	"Young Napoleon defeated the enemy with all possible dispatch; he then sent a dispatch to headquarters, informing his commander of the great victory.also v"	"dispatch.png"	"https://www.wordreference.com/definition/dispatch"
"dispel"	"dispel.ipa"	"dispel.mp3"	"V."	"scatter; drive away; cause to vanish"	"The bright sunlight eventually dispelled the morning mist"	"dispel.png"	"https://www.wordreference.com/definition/dispel"
"disperse"	"disperse.ipa"	"disperse.mp3"	"V."	"scatter"	"The police fired tear gas into the crowd to disperse the protesters.dispersion, N"	"disperse.png"	"https://www.wordreference.com/definition/disperse"
"dispirited"	"dispirited.ipa"	"dispirited.mp3"	"ADJ."	"lacking in spirit"	"The coach used all the tricks at his command to buoy up the enthusiasm of his team, which had become dispirited at the loss of the star player"	"dispirited.png"	"https://www.wordreference.com/definition/dispirited"
"disputatious"	"disputatious.ipa"	"disputatious.mp3"	"ADJ."	"argumentative; fond of arguing"	"Convinced he knew more than his lawyers, Tony was a disputatious client, ready to argue about the best way to conduct the case"	"disputatious.png"	"https://www.wordreference.com/definition/disputatious"
"disquietude"	"disquietude.ipa"	"disquietude.mp3"	"N."	"uneasiness; anxiety"	"When Holmes had been gone for a day, Watson felt only a slight sense of disquietude, but after a week with no word, Watson&rsquo;s uneasiness about his missing friend had grown into a deep fear for Holmes&rsquo;s safety.disquiet, v., N"	"disquietude.png"	"https://www.wordreference.com/definition/disquietude"
"disquisition"	"disquisition.ipa"	"disquisition.mp3"	"N."	"a formal systematic inquiry; an explanation of the results of a formal inquiry"	"In his disquisition, he outlined the steps he had taken in reaching his conclusions"	"disquisition.png"	"https://www.wordreference.com/definition/disquisition"
"dissection"	"dissection.ipa"	"dissection.mp3"	"N."	"analysis; cutting apart in order to examine"	"The dissection of frogs in the laboratory is particularly unpleasant to some students"	"dissection.png"	"https://www.wordreference.com/definition/dissection"
"dissemble"	"dissemble.ipa"	"dissemble.mp3"	"V."	"disguise; pretend"	"Even though John tried to dissemble his motive for taking modern dance, we all knew he was there not to dance but to meet girls"	"dissemble.png"	"https://www.wordreference.com/definition/dissemble"
"disseminate"	"disseminate.ipa"	"disseminate.mp3"	"V."	"distribute; spread; scatter (like seeds)"	"By their use of the Internet, propagandists have been able to disseminate their pet doctrines to new audiences around the globe"	"disseminate.png"	"https://www.wordreference.com/definition/disseminate"
"dissent"	"dissent.ipa"	"dissent.mp3"	"V."	"disagree"	"In the recent Supreme Court decision, Justice Sotomayor dissented from the majority opinion.also N"	"dissent.png"	"https://www.wordreference.com/definition/dissent"
"dissertation"	"dissertation.ipa"	"dissertation.mp3"	"N."	"formal essay"	"In order to earn a graduate degree from many of our universities, a candidate is frequently required to prepare a dissertation on some scholarly subject"	"dissertation.png"	"https://www.wordreference.com/definition/dissertation"
"dissident"	"dissident.ipa"	"dissident.mp3"	"ADJ."	"dissenting; rebellious"	"In the purge that followed the student demonstrations at Tiananmen Square, the government hunted down the dissident students and their supporters.also N"	"dissident.png"	"https://www.wordreference.com/definition/dissident"
"dissimulate"	"dissimulate.ipa"	"dissimulate.mp3"	"V."	"pretend; conceal by feigning"	"Although the governor tried to dissimulate his feelings about the opposing candidate, we all knew he despised his rival"	"dissimulate.png"	"https://www.wordreference.com/definition/dissimulate"
"dissipate"	"dissipate.ipa"	"dissipate.mp3"	"V."	"squander; waste; scatter"	"Young Robert is a promising violinist, but I fear he may dissipate his gifts if he keeps wasting his time playing video games"	"dissipate.png"	"https://www.wordreference.com/definition/dissipate"
"dissolution"	"dissolution.ipa"	"dissolution.mp3"	"N."	"disintegration; looseness in morals"	"The profligacy and dissolution of life in Caligula&rsquo;s Rome appall some historians.dissolute, ADJ"	"dissolution.png"	"https://www.wordreference.com/definition/dissolution"
"dissonance"	"dissonance.ipa"	"dissonance.mp3"	"N."	"discord; opposite of harmony"	"Com&shy;poser Charles Ives often used dissonance&mdash;clashing or unresolved chords&mdash;for special effects in his musical works.dissonant, ADJ"	"dissonance.png"	"https://www.wordreference.com/definition/dissonance"
"dissuade"	"dissuade.ipa"	"dissuade.mp3"	"V."	"persuade not to do; discourage"	"Since Tom could not dissuade Huck from running away from home, he decided to run away with his friend.dissuasion, N"	"dissuade.png"	"https://www.wordreference.com/definition/dissuade"
"distant"	"distant.ipa"	"distant.mp3"	"ADJ."	"reserved or aloof; cold in manner"	"Her distant greeting made me feel unwelcome from the start.(secondary meaning)"	"distant.png"	"https://www.wordreference.com/definition/distant"
"distend"	"distend.ipa"	"distend.mp3"	"V."	"expand; swell out"	"I can tell when he is under stress by the way the veins on his forehead distend"	"distend.png"	"https://www.wordreference.com/definition/distend"
"distill"	"distill.ipa"	"distill.mp3"	"V."	"purify; refine; concentrate"	"A moonshiner distills mash into whiskey; an epigrammatist distills thoughts into quips"	"distill.png"	"https://www.wordreference.com/definition/distill"
